어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
우리아이 어린이집,전라남도,전라남도,목포시,20,4,전라남도 목포시 삼학로 301-1 용해동 동아아파트 6동102호,061-284-5120,,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
우리천사어린이집,전라남도,전라남도,목포시,20,7,"전라남도 목포시 용당로331번길 40 207동 103호(용해동, 용해호반리젠시빌스위트)",061-272-0365,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
월드어린이집,전라남도,전라남도,목포시,99,10,전라남도 목포시 통일대로119번길 13 (옥암동),061-281-2661,070-8610-2301,8,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
은빛어린이집,전라남도,전라남도,목포시,20,6,"전라남도 목포시 신흥로 13 113동 105호(상동, 우성)",061-282-0570,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
은하수어린이집,전라남도,전라남도,목포시,20,7,"전라남도 목포시 통일대로37번길 33 101동 108호(상동, 하당현대아파트)",061-282-7114,,3,0,4,운영(신고),nkhome7114@naver.com,2020-06-30
이든아이어린이집,전라남도,전라남도,목포시,20,6,전라남도 목포시 남악1로52번길 2 옥암골드디움306-102,061-283-1132,061-283-1132,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
이플어린이집,전라남도,전라남도,목포시,86,13,전라남도 목포시 남악1로16번길 48 (옥암동),061-282-2577,061-282-2578,10,2,15,운영(신고),http://info.childcare.go.kr,2020-06-30
이화어린이집,전라남도,전라남도,목포시,20,3,전라남도 목포시 상리로15번길 13 (상동),061-277-0231,061-277-0237,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
일어서는장애아전담어린이집,전라남도,전라남도,목포시,35,20,전라남도 목포시 산계길 72 (대양동),061-283-7031,061-283-7042,6,0,9,운영(신고),다음까페/일어서는우리아이들,2020-06-30
임마누엘어린이집,전라남도,전라남도,목포시,20,4,"전라남도 목포시 영산로535번길 6 101동 101호(상동, 호반리젠시빌)",061-281-8257,,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
자람터어린이집,전라남도,전라남도,목포시,149,15,전라남도 목포시 백년대로307번길 22-1,061-285-4200,061-285-4205,11,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
자연생태어린이집,전라남도,전라남도,목포시,280,22,전라남도 목포시 지적로 20 (대양동),061-284-6125,061-284-6127,13,1,22,운영(신고),http://info.childcare.go.kr,2020-06-30
자연숲어린이집,전라남도,전라남도,목포시,134,24,전라남도 목포시 백년대로200번길 9 (용해동),061-276-9952,061-279-9951,11,1,15,운영(신고),http://www.yonghae.net/child/,2020-06-30
작은도화지어린이집,전라남도,전라남도,목포시,17,6,"전라남도 목포시 텃골로13번길 26 305동 102호(석현동, 근화블루빌)",061-283-2930,061-283-2930,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
잼잼어린이집,전라남도,전라남도,목포시,20,8,전라남도 목포시 원산로145번안길 12 (연산동),061-278-1203,061-981-6332,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
제일사랑어린이집,전라남도,전라남도,목포시,20,8,"전라남도 목포시 미항로 206 103동 107호(옥암동, 제일1차)",061-287-8900,,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
좋은나무어린이집,전라남도,전라남도,목포시,64,14,전라남도 목포시 연산백련로1번길 79,061-274-2250,,3,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
좋은친구어린이집,전라남도,전라남도,목포시,125,6,전라남도 목포시 양을로 130 (산정동),061-272-7179,061-279-1213,7,2,11,운영(신고),http://info.childcare.go.kr,2020-06-30
중앙영재어린이집,전라남도,전라남도,목포시,106,12,전라남도 목포시 고하대로630번길 9 (산정동),061-244-3007,061-242-5353,7,2,18,운영(신고),http://info.childcare.go.kr,2020-06-30
천년가 어린이집,전라남도,전라남도,목포시,45,9,전라남도 목포시 남악1로16번길 43-14 천년가아파트 관리동,061-283-0833,,5,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
천년나무어린이집,전라남도,전라남도,목포시,65,12,전라남도 목포시 양을로 42 LH천년나무아파트 내,061-273-7979,061-273-3636,5,3,8,운영(신고),http://info.childcare.go.kr,2020-06-30
천년숲어린이집,전라남도,전라남도,목포시,20,6,전라남도 목포시 양을로 42 107동 103호 (대성LH 천년나무아파트),061-272-0123,061-272-0123,3,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
청록어린이집,전라남도,전라남도,목포시,20,7,"전라남도 목포시 삼향천로91번길 21 201동 101호(옥암동, 현대아이2차아파트)",061-283-9485,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
청솔어린이집,전라남도,전라남도,목포시,20,6,"전라남도 목포시 당가두로13번길 8 107동 103호(옥암동, 코아루)",061-285-2259,061-285-2258,3,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
초록별어린이집,전라남도,전라남도,목포시,20,9,"전라남도 목포시 텃골로 19 203동 105호(석현동, 근화네오빌여유당2차아파트)",061-281-7605,070-4962-0579,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
친구사이어린이집,전라남도,전라남도,목포시,39,4,전라남도 목포시 포미로 19,061-278-7942,061-278-7942,4,1,5,운영(신고),http://info.childcare.go.kr,2020-06-30
카리타스어린이집,전라남도,전라남도,목포시,80,12,전라남도 목포시 고하대로 712 (산정동),061-278-9059,061-272-9059,6,2,12,운영(신고),mpkid.kid.ph,2020-06-30
큰별 어린이집,전라남도,전라남도,목포시,20,6,전라남도 목포시 청호로 210 신안비치팔레스101-101,061-276-5300,061-276-5300,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
큰세상어린이집,전라남도,전라남도,목포시,20,6,전라남도 목포시 당가두로13번길 7 부영애시앙(A)103-105,061-278-7845,061-278-7845,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
클래스어린이집,전라남도,전라남도,목포시,29,5,전라남도 목포시 연산백련로 22 골드클래스 7차 내 (관리동),061-276-9976,061-279-9975,4,1,7,미운영,http://info.childcare.go.kr,2020-06-30
클아이어린이집,전라남도,전라남도,목포시,54,8,전라남도 목포시 삼학로 363 신안인스빌 아파트 단지내 노인정 2층 (용해동),061-281-0634,061-281-0634,4,2,5,운영(신고),https://cate.naver.com/bigchild0634,2020-06-30
키즈빌어린이집,전라남도,전라남도,목포시,34,5,전라남도 목포시 용해지구로88번길 7 천년가맘스카운티아파트 단지내 관리동,061-277-2771,,5,0,8,미운영,http://info.childcare.go.kr,2020-06-30
태화어린이집,전라남도,전라남도,목포시,72,12,전라남도 목포시 용당국민로 7 (용당동),061-276-0054,061-272-3485,5,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
토끼어린이집,전라남도,전라남도,목포시,17,8,"전라남도 목포시 청호로 210 103동 101호(산정동, 신안비치팔레스아파트)",061-274-7662,061-274-7662,3,3,4,운영(신고),http://info.childcare.go.kr,2020-06-30
토리어린이집,전라남도,전라남도,목포시,18,4,"전라남도 목포시 용당로331번길 40 208동 104호(용해동, 용해호반리젠시빌스위트)",061-272-9611,061-274-1330,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
토마토어린이집,전라남도,전라남도,목포시,140,28,전라남도 목포시 대양로81번길 6 (연산동),061-276-7185,061-276-7187,11,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
팅커벨어린이집,전라남도,전라남도,목포시,20,6,"전라남도 목포시 백년대로375번길 30 201동 104호(옥암동, 하당금호2차아파트)",061-283-7530,061-283-7530,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
파란나라어린이집,전라남도,전라남도,목포시,20,4,"전라남도 목포시 청호로 210 111동 101호(산정동, 신안)",061-278-1320,061-278-7320,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
팔레스어린이집,전라남도,전라남도,목포시,20,8,"전라남도 목포시 청호로220번길 5 112동 102호(산정동, 신안비치팔레스아파트)",061-272-9902,061-272-9902,3,2,5,운영(신고),http://info.childcare.go.kr,2020-06-30
포미노랑어린이집,전라남도,전라남도,목포시,31,4,전라남도 목포시 포미로 22 포미타운중공2차,061-279-8877,061-279-8878,4,1,5,미운영,http://info.childcare.go.kr,2020-06-30
포미타운4단지 어린이집,전라남도,전라남도,목포시,54,11,전라남도 목포시 용해지구로88번길 24 포미타운4단지관리동,061-272-7774,061-272-6774,5,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
푸르지오어린이집,전라남도,전라남도,목포시,27,10,전라남도 목포시 남악1로 51 푸르지오 아파트 관리동1층 (옥암동),061-285-1262,061-285-1262,3,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
하나둘셋가정어린이집,전라남도,전라남도,목포시,20,6,"전라남도 목포시 신흥로 93 101동 107호(옥암동, 하당초원2차아파트)",061-284-3428,061-284-3428,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
하늘바람어린이집,전라남도,전라남도,목포시,28,6,전라남도 목포시 용해지구로88번길 8 용해6차 골드디움 아파트 단지내 보육시설,061-278-7717,061-278-7736,4,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
한마음영아전담어린이집,전라남도,전라남도,목포시,82,15,전라남도 목포시 하당로197번길 2 (상동),061-285-4913,061-285-4913,5,2,12,운영(신고),http://info.childcare.go.kr,2020-06-30
한별어린이집,전라남도,전라남도,목포시,20,5,전라남도 목포시 양을로232번길 3-2,061-278-0545,,2,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
한빛어린이집,전라남도,전라남도,목포시,120,17,전라남도 목포시 비파로 99 (상동),061-283-9830,061-283-9831,9,2,17,운영(신고),http://info.childcare.go.kr,2020-06-30
한사랑가베어린이집,전라남도,전라남도,목포시,20,7,전라남도 목포시 신흥로 13 우성아파트 109동 101호 6/4 (상동),061-281-6549,061-281-6944,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
해.담은어린이집,전라남도,전라남도,목포시,93,13,전라남도 목포시 영산로565번길 7,061-283-9870,061-285-0020,6,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
해늘어린이집,전라남도,전라남도,목포시,98,17,전라남도 목포시 양을로7번길 8 (죽교동),061-244-9021,061-244-9003,6,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
햇살모아어린이집,전라남도,전라남도,목포시,20,4,"전라남도 목포시 남악2로22번길 58 106동 104호(옥암동, 모아엘가아파트)",061-287-0123,061-287-0123,3,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
햇살조아 어린이집,전라남도,전라남도,목포시,20,7,전라남도 목포시 남악1로52번길 83 102동 101호(옥암동 근화베아체),061-282-1215,061-282-1215,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
행복이가득한어린이집,전라남도,전라남도,목포시,20,6,전라남도 목포시 하당로214번길 6-2,061-284-4295,061-285-1459,4,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
행복주택어린이집,전라남도,전라남도,목포시,51,17,전라남도 목포시 연산백련로1번길 51 관리동어린이집,061-276-1933,,5,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
현대어린이집,전라남도,전라남도,목포시,34,6,전라남도 목포시 상동로 33 현대아파트 단지내 현대어린이집,061-276-4745,,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
홉키즈어린이집,전라남도,전라남도,목포시,99,13,전라남도 목포시 복산길6번길 40-1,061-285-7997,061-285-7999,9,2,12,운영(신고),http://info.childcare.go.kr,2020-06-30
휴먼시아 어린이집,전라남도,전라남도,목포시,31,10,"전라남도 목포시 당가두로38번길 11 106동 1층(옥암동, 옥암주공1단지아파트)",061-981-7787,061-981-7787,4,3,5,운영(신고),http://info.childcare.go.kr,2020-06-30
EQIQ어린이집,전라남도,전라남도,여수시,20,7,전라남도 여수시 문수7길 24 (문수동),061-652-4947,061-655-4947,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
GS칼텍스 지예슬어린이집,전라남도,전라남도,여수시,50,15,전라남도 여수시 소호로 449 GS칼텍스 쌍봉사택,061-692-0955,061-686-0955,3,1,5,미운영,http://www.puruni.com/gscaltexyeosu,2020-06-30
LG여수어린이집,전라남도,전라남도,여수시,90,22,"전라남도 여수시 소호로 619 (소호동, 엘지화학사택내)",061-807-2230,061-807-2234,6,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
e-좋은어린이집,전라남도,전라남도,여수시,56,11,전라남도 여수시 덕양로 157 무선주공아파트 관리소 1층 (화장동),061-685-8900,061-683-4387,5,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
개구쟁이어린이집,전라남도,전라남도,여수시,28,8,전라남도 여수시 장성2길 41 (안산동),061-685-1139,061-685-1139,4,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
고려어린이집,전라남도,전라남도,여수시,96,15,전라남도 여수시 문수북2길 23 (문수동),061-652-0005,061-652-1403,4,2,6,운영(신고),http://info.childcare.go.kr,2020-06-30
고우나어린이집,전라남도,전라남도,여수시,30,9,전라남도 여수시 시전4길 9 (신기동),061-651-6037,061-651-6037,6,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
굿모닝어린이집,전라남도,전라남도,여수시,131,9,전라남도 여수시 선원3길 10-22 (선원동),061-681-4488,061-691-4487,8,3,8,운영(신고),www.gmkids.net,2020-06-30
그리스도어린이집,전라남도,전라남도,여수시,64,11,전라남도 여수시 둔덕1길 16 (둔덕동),061-651-1211,061-651-1201,6,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
글로벌리더어린이집,전라남도,전라남도,여수시,99,12,전라남도 여수시 소호2길 13  -3 (소호동),061-681-7563,061-683-7363,8,3,16,운영(신고),http://info.childcare.go.kr,2020-06-30
기쁜소식어린이집,전라남도,전라남도,여수시,75,14,전라남도 여수시 둔덕8길 7-26,061-653-5012,061-653-5011,7,1,8,운영(신고),키즈노트,2020-06-30
꼬꼬마어린이집,전라남도,전라남도,여수시,20,7,"전라남도 여수시 좌수영로 682-24 103동 101호(봉계동, 신동아)",061-691-8069,,3,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
꽃동산어린이집,전라남도,전라남도,여수시,216,29,전라남도 여수시 신월로 533 (신월동),061-642-1002,061-643-1438,12,1,15,운영(신고),http://info.childcare.go.kr,2020-06-30
